	Raw ADC Value	ADC Count	ADC Voltage
	833e6856	  4089942	 1.218897700
	823e6871	  4089969	 1.218905687
	8f3e6865	  4089957	 1.218902111
	823e6875	  4089973	 1.218906879
	8c3e68b2	  4090034	 1.218925118
	833e67ef	  4089839	 1.218867064
	803e6838	  4089912	 1.218888760
	8a3e6893	  4090003	 1.218915939
	833e686f	  4089967	 1.218905210
	8e3e6851	  4089937	 1.218896151
	863e6848	  4089928	 1.218893528
	833e683c	  4089916	 1.218889952
	8b3e6893	  4090003	 1.218915939
	883e6856	  4089942	 1.218897700
	853e6898	  4090008	 1.218917370
	8b3e6857	  4089943	 1.218898058
	863e6850	  4089936	 1.218895912
	863e6860	  4089952	 1.218900681
	8b3e68b0	  4090032	 1.218924522
	823e6882	  4089986	 1.218910813
	8b3e688d	  4089997	 1.218914032
	803e685a	  4089946	 1.218898892
	8b3e68a5	  4090021	 1.218921185
	833e6890	  4090000	 1.218914986
	833e688f	  4089999	 1.218914747
	8b3e6870	  4089968	 1.218905449
	803e68ac	  4090028	 1.218923330
	8d3e6841	  4089921	 1.218891382
	8f3e6865	  4089957	 1.218902111
	8e3e6844	  4089924	 1.218892336
	863e6875	  4089973	 1.218906879
	8e3e6885	  4089989	 1.218911648
	893e6842	  4089922	 1.218891740
	873e6835	  4089909	 1.218887806
	8b3e6822	  4089890	 1.218882203
	8e3e685f	  4089951	 1.218900442
	803e6850	  4089936	 1.218895912
	8e3e6888	  4089992	 1.218912601
	883e6828	  4089896	 1.218883991
	8f3e6891	  4090001	 1.218915224
	8c3e6854	  4089940	 1.218897104
	8e3e689b	  4090011	 1.218918324
	823e683b	  4089915	 1.218889713
	843e6864	  4089956	 1.218901873
	893e6853	  4089939	 1.218896866
	8a3e6852	  4089938	 1.218896508
	8a3e687f	  4089983	 1.218909979
	8d3e6872	  4089970	 1.218906045
	8e3e689f	  4090015	 1.218919516
	8b3e687b	  4089979	 1.218908787
	873e683f	  4089919	 1.218890905
	863e685d	  4089949	 1.218899727
	893e683b	  4089915	 1.218889713
	8e3e685a	  4089946	 1.218898892
	883e6873	  4089971	 1.218906403
	8b3e683f	  4089919	 1.218890905
	883e689f	  4090015	 1.218919516
	883e6861	  4089953	 1.218900919
	833e687c	  4089980	 1.218909025
	8e3e688a	  4089994	 1.218913198
	8e3e6885	  4089989	 1.218911648
	8f3e6884	  4089988	 1.218911409
	883e664d	  4089421	 1.218742371
	8b3e5f5c	  4087644	 1.218212843
	8f3e5e3c	  4087356	 1.218127012
	8d3e5eab	  4087467	 1.218160152
	8b3e5f7a	  4087674	 1.218221784
	823e6771	  4089713	 1.218829393
	8e3e674d	  4089677	 1.218818665
	823e676e	  4089710	 1.218828559
	843e668b	  4089483	 1.218760967
	8e3e662f	  4089391	 1.218733549
	873e6621	  4089377	 1.218729258
	883e6647	  4089415	 1.218740702
	8a3e6630	  4089392	 1.218733788
	893e6618	  4089368	 1.218726635
	843e6622	  4089378	 1.218729615
	843e6663	  4089443	 1.218749046
	8a3e6615	  4089365	 1.218725681
	873e65fc	  4089340	 1.218718290
	8e3e66c1	  4089537	 1.218776941
	853e67ce	  4089806	 1.218857169
	873e68b6	  4090038	 1.218926311
	893e68be	  4090046	 1.218928695
	883e6838	  4089912	 1.218888760
	863e68c5	  4090053	 1.218930721
	8a3e6879	  4089977	 1.218908072
	8d3e684c	  4089932	 1.218894720
	8e3e6845	  4089925	 1.218892574
	823e6860	  4089952	 1.218900681
	8b3e6837	  4089911	 1.218888521
	8a3e685c	  4089948	 1.218899488
	843e68a1	  4090017	 1.218919992
	823e689d	  4090013	 1.218918800
	823e6877	  4089975	 1.218907595
	873e687b	  4089979	 1.218908787
	883e6892	  4090002	 1.218915582
	863e6890	  4090000	 1.218914986
	8a3e683a	  4089914	 1.218889356
	853e6877	  4089975	 1.218907595
	883e6882	  4089986	 1.218910813
	8d3e6885	  4089989	 1.218911648
	8f3e6861	  4089953	 1.218900919
	883e68bd	  4090045	 1.218928337
	873e6898	  4090008	 1.218917370
	833e6869	  4089961	 1.218903303
	823e6816	  4089878	 1.218878627
	873e68a6	  4090022	 1.218921542
	843e685d	  4089949	 1.218899727
	853e6890	  4090000	 1.218914986
	8e3e685f	  4089951	 1.218900442
	8a3e68b0	  4090032	 1.218924522
	8b3e686d	  4089965	 1.218904495
	8b3e6883	  4089987	 1.218911171
	8f3e68ec	  4090092	 1.218942404
	823e6881	  4089985	 1.218910456
	873e686a	  4089962	 1.218903661
	843e685b	  4089947	 1.218899250
	853e6859	  4089945	 1.218898535
	8b3e689c	  4090012	 1.218918562
	823e686e	  4089966	 1.218904853
	843e683d	  4089917	 1.218890190
	833e6863	  4089955	 1.218901634
	863e68aa	  4090026	 1.218922734
	8a3e681c	  4089884	 1.218880415
	883e684b	  4089931	 1.218894482
	803e6896	  4090006	 1.218916774
	803e6871	  4089969	 1.218905687
	853e687d	  4089981	 1.218909264
	813e6833	  4089907	 1.218887329
	843e6893	  4090003	 1.218915939
	833e6891	  4090001	 1.218915224
	863e6820	  4089888	 1.218881607
	8a3e6894	  4090004	 1.218916178
	8d3e6892	  4090002	 1.218915582
	8e3e688f	  4089999	 1.218914747
	8d3e6898	  4090008	 1.218917370
	8d3e68a7	  4090023	 1.218921900
	8a3e68a5	  4090021	 1.218921185
	8d3e689e	  4090014	 1.218919158
	843e687a	  4089978	 1.218908429
	8f3e688d	  4089997	 1.218914032
	8e3e684e	  4089934	 1.218895316
	8f3e68b1	  4090033	 1.218924761
	833e6845	  4089925	 1.218892574
	8d3e6854	  4089940	 1.218897104
	8e3e6865	  4089957	 1.218902111
	8c3e68d9	  4090073	 1.218936682
	853e688f	  4089999	 1.218914747
	823e6884	  4089988	 1.218911409
	813e689b	  4090011	 1.218918324
	8c3e6875	  4089973	 1.218906879
	843e686b	  4089963	 1.218904018
	833e6829	  4089897	 1.218884230
	8b3e6836	  4089910	 1.218888164
	8c3e6861	  4089953	 1.218900919
	813e6880	  4089984	 1.218910217
	823e6893	  4090003	 1.218915939
	823e687f	  4089983	 1.218909979
	843e6885	  4089989	 1.218911648
	8b3e683d	  4089917	 1.218890190
	833e6865	  4089957	 1.218902111
	8f3e6882	  4089986	 1.218910813
	8f3e6879	  4089977	 1.218908072
	833e68a0	  4090016	 1.218919754
	833e687e	  4089982	 1.218909621
	8c3e68b7	  4090039	 1.218926668
	883e6846	  4089926	 1.218892932
	813e6883	  4089987	 1.218911171
	823e6899	  4090009	 1.218917608
	8e3e6863	  4089955	 1.218901634
	8d3e6886	  4089990	 1.218912005
	8b3e6862	  4089954	 1.218901277
	883e6886	  4089990	 1.218912005
	8a3e6845	  4089925	 1.218892574
	833e689b	  4090011	 1.218918324
	8d3e68b6	  4090038	 1.218926311
	863e6857	  4089943	 1.218898058
	863e6879	  4089977	 1.218908072
	8d3e689c	  4090012	 1.218918562
	8c3e6875	  4089973	 1.218906879
	863e688b	  4089995	 1.218913555
	823e6867	  4089959	 1.218902826
	8a3e6867	  4089959	 1.218902826
	8d3e6856	  4089942	 1.218897700
	883e6871	  4089969	 1.218905687
	873e689c	  4090012	 1.218918562
	8d3e685e	  4089950	 1.218900084
	883e6883	  4089987	 1.218911171
	8a3e6860	  4089952	 1.218900681
	863e66d5	  4089557	 1.218782902
	8e3e6291	  4088465	 1.218457460
	833e6392	  4088722	 1.218534112
	813e6412	  4088850	 1.218572259
	8e3e63f9	  4088825	 1.218564749
	8f3e672e	  4089646	 1.218809485
	833e66c8	  4089544	 1.218779087
	8a3e66dd	  4089565	 1.218785286
	853e6720	  4089632	 1.218805313
	853e660b	  4089355	 1.218722820
	873e665b	  4089435	 1.218746662
	893e6674	  4089460	 1.218754053
	823e65d0	  4089296	 1.218705177
	8c3e666b	  4089451	 1.218751431
	8b3e65d9	  4089305	 1.218707800
	8c3e666a	  4089450	 1.218751073
	813e65ff	  4089343	 1.218719244
	843e6685	  4089477	 1.218759060
	873e66b2	  4089522	 1.218772531
	893e68a1	  4090017	 1.218919992
	833e68c0	  4090048	 1.218929291
	863e686f	  4089967	 1.218905210
	873e68af	  4090031	 1.218924284
	8a3e6897	  4090007	 1.218917131
	8b3e686a	  4089962	 1.218903661
	8f3e6836	  4089910	 1.218888164
	823e68a9	  4090025	 1.218922377
	893e6882	  4089986	 1.218910813
	863e683f	  4089919	 1.218890905
	8f3e689e	  4090014	 1.218919158
	843e6837	  4089911	 1.218888521
	833e689b	  4090011	 1.218918324
	863e6876	  4089974	 1.218907237
	873e685f	  4089951	 1.218900442
	813e68d3	  4090067	 1.218935013
	853e6867	  4089959	 1.218902826
	803e6833	  4089907	 1.218887329
	813e689e	  4090014	 1.218919158
	823e685f	  4089951	 1.218900442
	803e687c	  4089980	 1.218909025
	833e68ac	  4090028	 1.218923330
	873e6851	  4089937	 1.218896151
	8d3e689c	  4090012	 1.218918562
	8e3e6864	  4089956	 1.218901873
	8d3e6894	  4090004	 1.218916178
	873e68a0	  4090016	 1.218919754
	8b3e685e	  4089950	 1.218900084
	8a3e6877	  4089975	 1.218907595
	863e6840	  4089920	 1.218891144
	833e689e	  4090014	 1.218919158
	883e688d	  4089997	 1.218914032
	883e686a	  4089962	 1.218903661
	803e685c	  4089948	 1.218899488
	873e6894	  4090004	 1.218916178
	853e68a4	  4090020	 1.218920946
	8a3e686f	  4089967	 1.218905210
	8a3e6880	  4089984	 1.218910217
	823e688c	  4089996	 1.218913794
	863e6870	  4089968	 1.218905449
	813e6866	  4089958	 1.218902469
	843e6874	  4089972	 1.218906641
	863e6886	  4089990	 1.218912005
	8d3e68cd	  4090061	 1.218933105
	893e6818	  4089880	 1.218879223
	853e6889	  4089993	 1.218912840
	853e6839	  4089913	 1.218888998
	8b3e6845	  4089925	 1.218892574
	8b3e68b9	  4090041	 1.218927145
	813e683b	  4089915	 1.218889713
	8b3e6855	  4089941	 1.218897343
	8c3e686c	  4089964	 1.218904257
	8e3e685f	  4089951	 1.218900442
	8b3e688b	  4089995	 1.218913555
	8f3e688b	  4089995	 1.218913555
	8f3e683a	  4089914	 1.218889356
	8b3e689b	  4090011	 1.218918324
	8e3e687b	  4089979	 1.218908787
	8a3e6872	  4089970	 1.218906045
	803e6885	  4089989	 1.218911648
	883e68ba	  4090042	 1.218927503
	883e68af	  4090031	 1.218924284
	863e6857	  4089943	 1.218898058
	893e685f	  4089951	 1.218900442
	8e3e6889	  4089993	 1.218912840
	813e6884	  4089988	 1.218911409
	8e3e6846	  4089926	 1.218892932
	8c3e6864	  4089956	 1.218901873
	823e687f	  4089983	 1.218909979
	803e6852	  4089938	 1.218896508
	8a3e686b	  4089963	 1.218904018
	8a3e6871	  4089969	 1.218905687
	843e6873	  4089971	 1.218906403
	8e3e68ae	  4090030	 1.218923926
	8d3e6880	  4089984	 1.218910217
	843e6869	  4089961	 1.218903303
	8b3e6836	  4089910	 1.218888164
	8d3e6885	  4089989	 1.218911648
	873e688a	  4089994	 1.218913198
	8c3e685b	  4089947	 1.218899250
	8f3e6847	  4089927	 1.218893290
	823e6887	  4089991	 1.218912363
	883e685e	  4089950	 1.218900084
	8e3e685c	  4089948	 1.218899488
	883e6893	  4090003	 1.218915939
	883e6864	  4089956	 1.218901873
	823e683a	  4089914	 1.218889356
	883e6818	  4089880	 1.218879223
	8e3e68ad	  4090029	 1.218923569
	8a3e6862	  4089954	 1.218901277
	803e688f	  4089999	 1.218914747
	8e3e6857	  4089943	 1.218898058
	8a3e68a8	  4090024	 1.218922138
	883e68a4	  4090020	 1.218920946
	813e6859	  4089945	 1.218898535
	8d3e68c0	  4090048	 1.218929291
	843e6874	  4089972	 1.218906641
	883e6888	  4089992	 1.218912601
	813e6823	  4089891	 1.218882561
	863e68ba	  4090042	 1.218927503
	873e681e	  4089886	 1.218881011
	8a3e6873	  4089971	 1.218906403
	8e3e6846	  4089926	 1.218892932
	823e685c	  4089948	 1.218899488
	8c3e686e	  4089966	 1.218904853
	8b3e6865	  4089957	 1.218902111
	893e6843	  4089923	 1.218892097
	8e3e683c	  4089916	 1.218889952
	833e6803	  4089859	 1.218873024
	893e667a	  4089466	 1.218755841
	8a3e60bc	  4087996	 1.218317747
	893e6191	  4088209	 1.218381166
	8a3e63cf	  4088783	 1.218552351
	8e3e66c9	  4089545	 1.218779325
	883e6725	  4089637	 1.218806744
	803e6707	  4089607	 1.218797922
	8e3e6718	  4089624	 1.218802929
	8e3e671e	  4089630	 1.218804717
	8e3e667f	  4089471	 1.218757391
	833e65d8	  4089304	 1.218707561
	853e6669	  4089449	 1.218750715
	803e65f1	  4089329	 1.218714952
	8c3e6646	  4089414	 1.218740344
	873e65de	  4089310	 1.218709350
	8e3e6641	  4089409	 1.218738794
	813e65c2	  4089282	 1.218701005
	8b3e6612	  4089362	 1.218724847
	853e6610	  4089360	 1.218724251
	863e661c	  4089372	 1.218727827
	863e664d	  4089421	 1.218742371
	8a3e661d	  4089373	 1.218728065
	863e665b	  4089435	 1.218746662
	813e664c	  4089420	 1.218742132
	893e662b	  4089387	 1.218732357
	8a3e6665	  4089445	 1.218749523
	823e667d	  4089469	 1.218756676
	813e6654	  4089428	 1.218744516
	8c3e664e	  4089422	 1.218742728
	8b3e6642	  4089410	 1.218739152
	893e666d	  4089453	 1.218751907
	8d3e663c	  4089404	 1.218737364
	803e6667	  4089447	 1.218750238
	8f3e667c	  4089468	 1.218756437
	843e67fc	  4089852	 1.218870878
	8c3e6872	  4089970	 1.218906045
	883e6864	  4089956	 1.218901873
	803e685f	  4089951	 1.218900442
	863e687a	  4089978	 1.218908429
	873e685c	  4089948	 1.218899488
	813e6857	  4089943	 1.218898058
	8b3e6883	  4089987	 1.218911171
	843e6887	  4089991	 1.218912363
	8c3e689d	  4090013	 1.218918800
	8f3e6867	  4089959	 1.218902826
	883e6833	  4089907	 1.218887329
	833e687e	  4089982	 1.218909621
	8e3e685f	  4089951	 1.218900442
	8f3e6821	  4089889	 1.218881845
	893e6866	  4089958	 1.218902469
	8e3e6860	  4089952	 1.218900681
	8c3e68b4	  4090036	 1.218925714
	863e686e	  4089966	 1.218904853
	813e688d	  4089997	 1.218914032
	8b3e6848	  4089928	 1.218893528
	8f3e6871	  4089969	 1.218905687
	8e3e685c	  4089948	 1.218899488
	8a3e6875	  4089973	 1.218906879
	893e687e	  4089982	 1.218909621
	883e683d	  4089917	 1.218890190
	8d3e6853	  4089939	 1.218896866
	8f3e689a	  4090010	 1.218917966
	8f3e686d	  4089965	 1.218904495
	873e6853	  4089939	 1.218896866
	853e6869	  4089961	 1.218903303
	823e687c	  4089980	 1.218909025
	8b3e6838	  4089912	 1.218888760
	843e6879	  4089977	 1.218908072
	8d3e68f0	  4090096	 1.218943596
	893e6825	  4089893	 1.218883038
	8c3e6861	  4089953	 1.218900919
	823e6838	  4089912	 1.218888760
	843e68ca	  4090058	 1.218932271
	8f3e6849	  4089929	 1.218893766
	863e6897	  4090007	 1.218917131
	833e688a	  4089994	 1.218913198
	8f3e6820	  4089888	 1.218881607
	893e688d	  4089997	 1.218914032
	8b3e68b6	  4090038	 1.218926311
	8b3e6889	  4089993	 1.218912840
	843e68b1	  4090033	 1.218924761
	873e6861	  4089953	 1.218900919
	8d3e68ba	  4090042	 1.218927503
	8d3e687a	  4089978	 1.218908429
	8c3e68b3	  4090035	 1.218925476
	853e685c	  4089948	 1.218899488
	8e3e688c	  4089996	 1.218913794
	8b3e688b	  4089995	 1.218913555
	843e6835	  4089909	 1.218887806
	813e685d	  4089949	 1.218899727
	863e6863	  4089955	 1.218901634
	803e6845	  4089925	 1.218892574
	803e6830	  4089904	 1.218886375
	8f3e6894	  4090004	 1.218916178
	8b3e68a0	  4090016	 1.218919754
	8b3e6848	  4089928	 1.218893528
	853e68a2	  4090018	 1.218920350
	893e6847	  4089927	 1.218893290
	8d3e68a2	  4090018	 1.218920350
	8a3e68b1	  4090033	 1.218924761
	8b3e6840	  4089920	 1.218891144
	863e6850	  4089936	 1.218895912
	8f3e684c	  4089932	 1.218894720
	833e686e	  4089966	 1.218904853
	803e6844	  4089924	 1.218892336
	873e6832	  4089906	 1.218886971
	833e6891	  4090001	 1.218915224
	893e68b1	  4090033	 1.218924761
	893e6861	  4089953	 1.218900919
	853e687f	  4089983	 1.218909979
	863e6884	  4089988	 1.218911409
	863e6849	  4089929	 1.218893766
	8b3e688b	  4089995	 1.218913555
	8f3e6855	  4089941	 1.218897343
	853e687d	  4089981	 1.218909264
	8f3e6868	  4089960	 1.218903065
	873e68a2	  4090018	 1.218920350
	843e6864	  4089956	 1.218901873
	813e68b5	  4090037	 1.218925953
	873e6871	  4089969	 1.218905687
	8d3e6893	  4090003	 1.218915939
	813e6871	  4089969	 1.218905687
	853e683e	  4089918	 1.218890548
	8f3e68bc	  4090044	 1.218928099
	863e6831	  4089905	 1.218886614
	8a3e687a	  4089978	 1.218908429
	823e685f	  4089951	 1.218900442
	843e68b2	  4090034	 1.218925118
	883e6710	  4089616	 1.218800545
	803e61a8	  4088232	 1.218388081
	8f3e60ae	  4087982	 1.218313575
	803e60aa	  4087978	 1.218312383
	863e621f	  4088351	 1.218423605
	863e6719	  4089625	 1.218803167
	833e66e1	  4089569	 1.218786478
	8c3e66ce	  4089550	 1.218780875
	823e674b	  4089675	 1.218818188
	8c3e65ec	  4089324	 1.218713522
	8f3e65ad	  4089261	 1.218694687
	813e66bb	  4089531	 1.218775272
	8a3e6690	  4089488	 1.218762398
	873e6624	  4089380	 1.218730211
	833e6634	  4089396	 1.218734980
	8a3e665e	  4089438	 1.218747497
	853e6690	  4089488	 1.218762398
	8b3e6632	  4089394	 1.218734384
	8f3e6635	  4089397	 1.218735218
	863e66b1	  4089521	 1.218772173
	813e6619	  4089369	 1.218726873
	843e6645	  4089413	 1.218739986
	873e661e	  4089374	 1.218728423
	833e663f	  4089407	 1.218738317
	8f3e6691	  4089489	 1.218762636
	893e66dc	  4089564	 1.218785048
	853e6658	  4089432	 1.218745708
	883e6646	  4089414	 1.218740344
	873e65fc	  4089340	 1.218718290
	873e6757	  4089687	 1.218821764
	823e6888	  4089992	 1.218912601
	843e683d	  4089917	 1.218890190
	8a3e6847	  4089927	 1.218893290
	883e6868	  4089960	 1.218903065
	873e6873	  4089971	 1.218906403
	873e6884	  4089988	 1.218911409
	813e68cc	  4090060	 1.218932867
	863e685f	  4089951	 1.218900442
	853e688f	  4089999	 1.218914747
	853e68b1	  4090033	 1.218924761
	8d3e6878	  4089976	 1.218907833
	8c3e68bd	  4090045	 1.218928337
	8f3e685c	  4089948	 1.218899488
	853e6854	  4089940	 1.218897104
	843e687a	  4089978	 1.218908429
	8d3e6898	  4090008	 1.218917370
	8e3e689e	  4090014	 1.218919158
	873e686f	  4089967	 1.218905210
	823e6864	  4089956	 1.218901873
	873e6868	  4089960	 1.218903065
	8a3e6864	  4089956	 1.218901873
	8d3e689c	  4090012	 1.218918562
	853e68c9	  4090057	 1.218931913
	873e687a	  4089978	 1.218908429
	823e68ad	  4090029	 1.218923569
	8f3e6870	  4089968	 1.218905449
	883e68bc	  4090044	 1.218928099
	823e6854	  4089940	 1.218897104
	843e6886	  4089990	 1.218912005
	873e684a	  4089930	 1.218894124
	813e688a	  4089994	 1.218913198
	853e6846	  4089926	 1.218892932
	873e6835	  4089909	 1.218887806
	863e68b2	  4090034	 1.218925118
	873e683d	  4089917	 1.218890190
	8e3e687e	  4089982	 1.218909621
	853e68a3	  4090019	 1.218920708
	873e688e	  4089998	 1.218914390
	8c3e6871	  4089969	 1.218905687
	8d3e68b3	  4090035	 1.218925476
	8a3e6855	  4089941	 1.218897343
	803e686e	  4089966	 1.218904853
	833e6851	  4089937	 1.218896151
	8a3e688b	  4089995	 1.218913555
	893e6851	  4089937	 1.218896151
	813e68bf	  4090047	 1.218929052
	843e687a	  4089978	 1.218908429
	803e6843	  4089923	 1.218892097
	8b3e6842	  4089922	 1.218891740
	8f3e689d	  4090013	 1.218918800
	833e6863	  4089955	 1.218901634
	8d3e688d	  4089997	 1.218914032
	823e6877	  4089975	 1.218907595
	873e684f	  4089935	 1.218895674
	853e6854	  4089940	 1.218897104
	8f3e6866	  4089958	 1.218902469
	813e6878	  4089976	 1.218907833
	823e68aa	  4090026	 1.218922734
	8c3e68a6	  4090022	 1.218921542
	833e6857	  4089943	 1.218898058
	803e68cb	  4090059	 1.218932629
	823e6870	  4089968	 1.218905449
	873e6895	  4090005	 1.218916416
	893e6890	  4090000	 1.218914986
	833e686f	  4089967	 1.218905210
	813e6882	  4089986	 1.218910813
	883e68d6	  4090070	 1.218935847
	833e6898	  4090008	 1.218917370
	823e6852	  4089938	 1.218896508
	893e6843	  4089923	 1.218892097
	883e68b1	  4090033	 1.218924761
	8f3e68c1	  4090049	 1.218929529
	8c3e686a	  4089962	 1.218903661
	873e6860	  4089952	 1.218900681
	843e688e	  4089998	 1.218914390
	893e6860	  4089952	 1.218900681
	8f3e688a	  4089994	 1.218913198
	843e683d	  4089917	 1.218890190
	833e6867	  4089959	 1.218902826
	833e6864	  4089956	 1.218901873
	873e68aa	  4090026	 1.218922734
	843e68dc	  4090076	 1.218937635
	853e685e	  4089950	 1.218900084
	823e6846	  4089926	 1.218892932
	8b3e680d	  4089869	 1.218875885
	893e6894	  4090004	 1.218916178
	843e689c	  4090012	 1.218918562
	893e68af	  4090031	 1.218924284
	873e68ae	  4090030	 1.218923926
	813e6889	  4089993	 1.218912840
	803e6836	  4089910	 1.218888164
	893e6887	  4089991	 1.218912363
	863e686a	  4089962	 1.218903661
	823e6879	  4089977	 1.218908072
	813e6861	  4089953	 1.218900919
	863e68b6	  4090038	 1.218926311
	8d3e6885	  4089989	 1.218911648
	833e688f	  4089999	 1.218914747
	813e66ca	  4089546	 1.218779683
	883e5fad	  4087725	 1.218236923
	883e606b	  4087915	 1.218293667
	893e5d0b	  4087051	 1.218036175
	8d3e5f07	  4087559	 1.218187571
	863e661c	  4089372	 1.218727827
	833e672e	  4089646	 1.218809485
	843e66d8	  4089560	 1.218783855
	863e675f	  4089695	 1.218824148
	8c3e6639	  4089401	 1.218736410
	873e6623	  4089379	 1.218729973
	8d3e663c	  4089404	 1.218737364
	833e660e	  4089358	 1.218723655
	803e6649	  4089417	 1.218741179
	843e6603	  4089347	 1.218720436
	8e3e6624	  4089380	 1.218730211
	8b3e65f6	  4089334	 1.218716502
	8b3e65de	  4089310	 1.218709350
	873e66bd	  4089533	 1.218775749
	853e6804	  4089860	 1.218873262
	873e689f	  4090015	 1.218919516
	873e6863	  4089955	 1.218901634
	883e6894	  4090004	 1.218916178
	8c3e686f	  4089967	 1.218905210
	8a3e68ae	  4090030	 1.218923926
	8a3e68c4	  4090052	 1.218930483
	883e68af	  4090031	 1.218924284
	8c3e68aa	  4090026	 1.218922734
	863e68df	  4090079	 1.218938589
	853e68a3	  4090019	 1.218920708
	8a3e6871	  4089969	 1.218905687
	8a3e6877	  4089975	 1.218907595
	883e686a	  4089962	 1.218903661
	813e684a	  4089930	 1.218894124
	8e3e6858	  4089944	 1.218898296
	8a3e68d2	  4090066	 1.218934655
	8a3e6871	  4089969	 1.218905687
	8f3e687e	  4089982	 1.218909621
	8c3e688f	  4089999	 1.218914747
	803e6879	  4089977	 1.218908072
	823e6870	  4089968	 1.218905449
	8e3e6891	  4090001	 1.218915224
	893e68ca	  4090058	 1.218932271
	873e688b	  4089995	 1.218913555
	883e685c	  4089948	 1.218899488
	8b3e688b	  4089995	 1.218913555
	843e684d	  4089933	 1.218894958
	803e68be	  4090046	 1.218928695
	813e6870	  4089968	 1.218905449
	873e6865	  4089957	 1.218902111
	873e68a0	  4090016	 1.218919754
	863e6868	  4089960	 1.218903065
	823e685d	  4089949	 1.218899727
	8d3e687d	  4089981	 1.218909264
	8d3e6894	  4090004	 1.218916178
	8e3e6856	  4089942	 1.218897700
	843e68b0	  4090032	 1.218924522
	8d3e6828	  4089896	 1.218883991
	853e6873	  4089971	 1.218906403
	8d3e685c	  4089948	 1.218899488
	8a3e6859	  4089945	 1.218898535
	8f3e6885	  4089989	 1.218911648
	893e6854	  4089940	 1.218897104
	893e6891	  4090001	 1.218915224
	883e68ad	  4090029	 1.218923569
	853e68b1	  4090033	 1.218924761
	873e6870	  4089968	 1.218905449
	833e688b	  4089995	 1.218913555
	8f3e6897	  4090007	 1.218917131
	8c3e684e	  4089934	 1.218895316
	883e6862	  4089954	 1.218901277
	813e6888	  4089992	 1.218912601
	8f3e6878	  4089976	 1.218907833
	8b3e68bc	  4090044	 1.218928099
	873e689b	  4090011	 1.218918324
	843e6889	  4089993	 1.218912840
	8d3e6862	  4089954	 1.218901277
	833e6879	  4089977	 1.218908072
	8a3e6862	  4089954	 1.218901277
	873e6865	  4089957	 1.218902111
	843e6893	  4090003	 1.218915939
	853e6850	  4089936	 1.218895912
	8c3e6881	  4089985	 1.218910456
	8d3e68cb	  4090059	 1.218932629
	8b3e68d8	  4090072	 1.218936443
	833e6861	  4089953	 1.218900919
	883e688f	  4089999	 1.218914747
	843e68b2	  4090034	 1.218925118
	8f3e68b2	  4090034	 1.218925118
	873e684f	  4089935	 1.218895674
	823e6807	  4089863	 1.218874216
	813e68ac	  4090028	 1.218923330
	8d3e684b	  4089931	 1.218894482
	8f3e6889	  4089993	 1.218912840
	853e684a	  4089930	 1.218894124
	863e68be	  4090046	 1.218928695
	833e687a	  4089978	 1.218908429
	8e3e6839	  4089913	 1.218888998
	8e3e68ac	  4090028	 1.218923330
	833e6893	  4090003	 1.218915939
	873e68b5	  4090037	 1.218925953
	853e687c	  4089980	 1.218909025
	8e3e6882	  4089986	 1.218910813
	8c3e6894	  4090004	 1.218916178
	8c3e6857	  4089943	 1.218898058
	8d3e6872	  4089970	 1.218906045
	8d3e6869	  4089961	 1.218903303
	803e6896	  4090006	 1.218916774
	813e68ae	  4090030	 1.218923926
	823e68b0	  4090032	 1.218924522
	823e6843	  4089923	 1.218892097
	863e6886	  4089990	 1.218912005
	803e686d	  4089965	 1.218904495
	8d3e689b	  4090011	 1.218918324
	883e6848	  4089928	 1.218893528
	8c3e6868	  4089960	 1.218903065
	8d3e684e	  4089934	 1.218895316
	8d3e688b	  4089995	 1.218913555
	833e6867	  4089959	 1.218902826
	8f3e686b	  4089963	 1.218904018
	853e68a9	  4090025	 1.218922377
	8f3e688c	  4089996	 1.218913794
	883e68ea	  4090090	 1.218941808
	8b3e686a	  4089962	 1.218903661
	843e68c2	  4090050	 1.218929887
	8f3e686b	  4089963	 1.218904018
	833e6869	  4089961	 1.218903303
	873e689d	  4090013	 1.218918800
	8f3e6676	  4089462	 1.218754649
	873e61c1	  4088257	 1.218395472
	813e5e37	  4087351	 1.218125582
	863e5d57	  4087127	 1.218058825
	8c3e5ebb	  4087483	 1.218164921
	8e3e65e4	  4089316	 1.218711138
	823e6696	  4089494	 1.218764186
	803e669a	  4089498	 1.218765378
	8b3e6700	  4089600	 1.218795776
	823e6616	  4089366	 1.218726039
	8e3e65e2	  4089314	 1.218710542
	8f3e661b	  4089371	 1.218727589
	893e6665	  4089445	 1.218749523
	833e6672	  4089458	 1.218753457
	843e663a	  4089402	 1.218736768
	803e65c1	  4089281	 1.218700647
	813e6622	  4089378	 1.218729615
	873e6657	  4089431	 1.218745470
	843e6693	  4089491	 1.218763351
	883e680b	  4089867	 1.218875408
	893e686d	  4089965	 1.218904495
	873e683a	  4089914	 1.218889356
	843e6871	  4089969	 1.218905687
	883e68a2	  4090018	 1.218920350
	8f3e6875	  4089973	 1.218906879
	8b3e68af	  4090031	 1.218924284
	843e6855	  4089941	 1.218897343
	8b3e68a8	  4090024	 1.218922138
	8f3e686c	  4089964	 1.218904257
	8b3e6867	  4089959	 1.218902826
	843e688c	  4089996	 1.218913794
	8d3e68dc	  4090076	 1.218937635
	843e688d	  4089997	 1.218914032
