	Raw ADC Value	ADC Count	ADC Voltage
	803e6878	  4089976	 1.218907833
	803e6847	  4089927	 1.218893290
	843e6890	  4090000	 1.218914986
	8d3e6882	  4089986	 1.218910813
	843e683f	  4089919	 1.218890905
	8f3e683c	  4089916	 1.218889952
	813e685b	  4089947	 1.218899250
	893e6870	  4089968	 1.218905449
	893e685f	  4089951	 1.218900442
	8e3e688e	  4089998	 1.218914390
	863e688c	  4089996	 1.218913794
	813e6811	  4089873	 1.218877077
	8a3e6856	  4089942	 1.218897700
	8c3e6891	  4090001	 1.218915224
	8c3e686c	  4089964	 1.218904257
	8c3e683e	  4089918	 1.218890548
	8a3e6883	  4089987	 1.218911171
	8e3e6868	  4089960	 1.218903065
	823e6868	  4089960	 1.218903065
	863e683c	  4089916	 1.218889952
	833e685b	  4089947	 1.218899250
	823e6856	  4089942	 1.218897700
	8a3e687b	  4089979	 1.218908787
	803e68bc	  4090044	 1.218928099
	8c3e686d	  4089965	 1.218904495
	803e6895	  4090005	 1.218916416
	8f3e6859	  4089945	 1.218898535
	883e6842	  4089922	 1.218891740
	813e6840	  4089920	 1.218891144
	8f3e688c	  4089996	 1.218913794
	883e68a1	  4090017	 1.218919992
	8d3e6850	  4089936	 1.218895912
	823e683c	  4089916	 1.218889952
	843e6840	  4089920	 1.218891144
	853e677e	  4089726	 1.218833327
	823e626d	  4088429	 1.218446732
	8f3e61dd	  4088285	 1.218403816
	813e64c7	  4089031	 1.218626261
	813e63b6	  4088758	 1.218544841
	843e6755	  4089685	 1.218821049
	813e670c	  4089612	 1.218799353
	843e675f	  4089695	 1.218824148
	8a3e66b9	  4089529	 1.218774557
	8e3e663d	  4089405	 1.218737602
	863e661a	  4089370	 1.218727231
	873e6655	  4089429	 1.218744755
	8a3e660e	  4089358	 1.218723655
	8d3e6617	  4089367	 1.218726397
	803e65e1	  4089313	 1.218710184
	823e6619	  4089369	 1.218726873
	853e6665	  4089445	 1.218749523
	853e662f	  4089391	 1.218733549
	883e6619	  4089369	 1.218726873
	893e662d	  4089389	 1.218732834
	8c3e661e	  4089374	 1.218728423
	843e65e1	  4089313	 1.218710184
	823e664f	  4089423	 1.218743086
	8d3e6687	  4089479	 1.218759775
	823e66b4	  4089524	 1.218773127
	893e6693	  4089491	 1.218763351
	883e665f	  4089439	 1.218747854
	823e6696	  4089494	 1.218764186
	8c3e6693	  4089491	 1.218763351
	8c3e668f	  4089487	 1.218762159
	8d3e6628	  4089384	 1.218731403
	8f3e6652	  4089426	 1.218743920
	813e65f5	  4089333	 1.218716145
	863e66ab	  4089515	 1.218770504
	863e6823	  4089891	 1.218882561
	8a3e6864	  4089956	 1.218901873
	853e6878	  4089976	 1.218907833
	8d3e684d	  4089933	 1.218894958
	883e6878	  4089976	 1.218907833
	8c3e6860	  4089952	 1.218900681
	883e686d	  4089965	 1.218904495
	883e681d	  4089885	 1.218880653
	8a3e6847	  4089927	 1.218893290
	843e6869	  4089961	 1.218903303
	8a3e687c	  4089980	 1.218909025
	863e683b	  4089915	 1.218889713
	8e3e688d	  4089997	 1.218914032
	8c3e6856	  4089942	 1.218897700
	863e688e	  4089998	 1.218914390
	8c3e6881	  4089985	 1.218910456
	893e6833	  4089907	 1.218887329
	833e6813	  4089875	 1.218877792
	8a3e686e	  4089966	 1.218904853
	8a3e689a	  4090010	 1.218917966
	8b3e684d	  4089933	 1.218894958
	8b3e6859	  4089945	 1.218898535
	8a3e689c	  4090012	 1.218918562
	883e6852	  4089938	 1.218896508
	813e6857	  4089943	 1.218898058
	833e689b	  4090011	 1.218918324
	853e6879	  4089977	 1.218908072
	8d3e684e	  4089934	 1.218895316
	8d3e6893	  4090003	 1.218915939
	873e6858	  4089944	 1.218898296
	8f3e6863	  4089955	 1.218901634
	8a3e685e	  4089950	 1.218900084
	813e6885	  4089989	 1.218911648
	803e685e	  4089950	 1.218900084
	8b3e689c	  4090012	 1.218918562
	833e683f	  4089919	 1.218890905
	863e68a4	  4090020	 1.218920946
	893e6881	  4089985	 1.218910456
	833e68b4	  4090036	 1.218925714
	853e688a	  4089994	 1.218913198
	833e6861	  4089953	 1.218900919
	893e68a8	  4090024	 1.218922138
	863e68c2	  4090050	 1.218929887
	893e6863	  4089955	 1.218901634
	8c3e68b8	  4090040	 1.218926907
	823e685c	  4089948	 1.218899488
	833e6836	  4089910	 1.218888164
	813e6823	  4089891	 1.218882561
	823e6815	  4089877	 1.218878269
	833e6816	  4089878	 1.218878627
	8b3e6859	  4089945	 1.218898535
	843e6889	  4089993	 1.218912840
	823e6866	  4089958	 1.218902469
	843e6882	  4089986	 1.218910813
	863e6870	  4089968	 1.218905449
	873e685b	  4089947	 1.218899250
	833e6871	  4089969	 1.218905687
	803e6855	  4089941	 1.218897343
	823e6872	  4089970	 1.218906045
	883e6847	  4089927	 1.218893290
	843e6896	  4090006	 1.218916774
	823e685d	  4089949	 1.218899727
	893e6873	  4089971	 1.218906403
	863e6864	  4089956	 1.218901873
	883e6847	  4089927	 1.218893290
	8e3e6881	  4089985	 1.218910456
	803e6841	  4089921	 1.218891382
	8c3e68d8	  4090072	 1.218936443
	873e6854	  4089940	 1.218897104
	893e6865	  4089957	 1.218902111
	8b3e68aa	  4090026	 1.218922734
	883e682d	  4089901	 1.218885422
	8f3e6857	  4089943	 1.218898058
	8c3e6894	  4090004	 1.218916178
	833e687a	  4089978	 1.218908429
	813e6877	  4089975	 1.218907595
	8c3e6867	  4089959	 1.218902826
	863e686f	  4089967	 1.218905210
	843e6863	  4089955	 1.218901634
	893e6874	  4089972	 1.218906641
	8e3e6894	  4090004	 1.218916178
	843e684f	  4089935	 1.218895674
	843e685b	  4089947	 1.218899250
	813e685c	  4089948	 1.218899488
	813e685f	  4089951	 1.218900442
	8e3e6881	  4089985	 1.218910456
	8b3e6884	  4089988	 1.218911409
	863e685f	  4089951	 1.218900442
	8b3e686e	  4089966	 1.218904853
	823e6868	  4089960	 1.218903065
	8c3e686b	  4089963	 1.218904018
	803e684a	  4089930	 1.218894124
	8e3e6867	  4089959	 1.218902826
	893e689a	  4090010	 1.218917966
	803e663b	  4089403	 1.218737125
	873e5fea	  4087786	 1.218255162
	843e61af	  4088239	 1.218390226
	833e6307	  4088583	 1.218492746
	843e6504	  4089092	 1.218644381
	813e6868	  4089960	 1.218903065
	853e66e3	  4089571	 1.218787193
	8f3e6747	  4089671	 1.218816996
	8e3e6692	  4089490	 1.218762994
	8f3e65b8	  4089272	 1.218698025
	843e6597	  4089239	 1.218688250
	813e664f	  4089423	 1.218743086
	873e65c0	  4089280	 1.218700409
	833e659d	  4089245	 1.218689919
	8f3e65fe	  4089342	 1.218718886
	863e6618	  4089368	 1.218726635
	893e6590	  4089232	 1.218686104
	893e65c6	  4089286	 1.218702197
	853e6654	  4089428	 1.218744516
	843e65f7	  4089335	 1.218716860
	803e65e8	  4089320	 1.218712330
	8a3e6652	  4089426	 1.218743920
	833e6639	  4089401	 1.218736410
	853e65f4	  4089332	 1.218715906
	873e668d	  4089485	 1.218761444
	813e667f	  4089471	 1.218757391
	8d3e665c	  4089436	 1.218746901
	8e3e6611	  4089361	 1.218724489
	893e668f	  4089487	 1.218762159
	893e664a	  4089418	 1.218741536
	893e6648	  4089416	 1.218740940
	833e67e5	  4089829	 1.218863964
	873e6858	  4089944	 1.218898296
	853e683d	  4089917	 1.218890190
	823e686e	  4089966	 1.218904853
	803e684a	  4089930	 1.218894124
	853e686b	  4089963	 1.218904018
	883e6895	  4090005	 1.218916416
	8e3e682b	  4089899	 1.218884945
	8d3e6889	  4089993	 1.218912840
	8c3e686c	  4089964	 1.218904257
	843e687a	  4089978	 1.218908429
	823e6861	  4089953	 1.218900919
	8c3e6882	  4089986	 1.218910813
	863e687d	  4089981	 1.218909264
	883e685e	  4089950	 1.218900084
	863e6866	  4089958	 1.218902469
	8b3e68a7	  4090023	 1.218921900
	853e6896	  4090006	 1.218916774
	883e683d	  4089917	 1.218890190
	833e68a3	  4090019	 1.218920708
	893e6863	  4089955	 1.218901634
	893e6876	  4089974	 1.218907237
	813e68c4	  4090052	 1.218930483
	813e683b	  4089915	 1.218889713
	823e6861	  4089953	 1.218900919
	8b3e6843	  4089923	 1.218892097
	843e686b	  4089963	 1.218904018
	813e68bc	  4090044	 1.218928099
	833e6884	  4089988	 1.218911409
	893e685a	  4089946	 1.218898892
	8f3e6889	  4089993	 1.218912840
	813e6850	  4089936	 1.218895912
	8d3e6857	  4089943	 1.218898058
	8d3e6886	  4089990	 1.218912005
	8d3e6827	  4089895	 1.218883753
	883e6804	  4089860	 1.218873262
	813e68b4	  4090036	 1.218925714
	873e6821	  4089889	 1.218881845
	833e685d	  4089949	 1.218899727
	8b3e6837	  4089911	 1.218888521
	823e6862	  4089954	 1.218901277
	803e687e	  4089982	 1.218909621
	863e6806	  4089862	 1.218873858
	8c3e6851	  4089937	 1.218896151
	803e6854	  4089940	 1.218897104
	8a3e688c	  4089996	 1.218913794
	8b3e6889	  4089993	 1.218912840
	8e3e6850	  4089936	 1.218895912
	813e6865	  4089957	 1.218902111
	8c3e687d	  4089981	 1.218909264
	8d3e6879	  4089977	 1.218908072
	8b3e6889	  4089993	 1.218912840
	813e6855	  4089941	 1.218897343
	873e685d	  4089949	 1.218899727
	8f3e6869	  4089961	 1.218903303
	8b3e6845	  4089925	 1.218892574
	8c3e6886	  4089990	 1.218912005
	843e6854	  4089940	 1.218897104
	8c3e686b	  4089963	 1.218904018
	833e6838	  4089912	 1.218888760
	863e688e	  4089998	 1.218914390
	893e684f	  4089935	 1.218895674
	833e688a	  4089994	 1.218913198
	8c3e68bc	  4090044	 1.218928099
	853e6854	  4089940	 1.218897104
	833e6867	  4089959	 1.218902826
	8e3e6839	  4089913	 1.218888998
	8c3e6856	  4089942	 1.218897700
	833e689e	  4090014	 1.218919158
	863e6898	  4090008	 1.218917370
	823e6855	  4089941	 1.218897343
	833e6880	  4089984	 1.218910217
	893e67f1	  4089841	 1.218867540
	8f3e688a	  4089994	 1.218913198
	8e3e68c2	  4090050	 1.218929887
	833e6884	  4089988	 1.218911409
	883e6851	  4089937	 1.218896151
	8f3e689b	  4090011	 1.218918324
	883e6888	  4089992	 1.218912601
	823e67ff	  4089855	 1.218871832
	8d3e687f	  4089983	 1.218909979
	8e3e686d	  4089965	 1.218904495
	843e685e	  4089950	 1.218900084
	8a3e68a9	  4090025	 1.218922377
	883e68b4	  4090036	 1.218925714
	863e6890	  4090000	 1.218914986
	843e683e	  4089918	 1.218890548
	8b3e689a	  4090010	 1.218917966
	8f3e685c	  4089948	 1.218899488
	8e3e6819	  4089881	 1.218879461
	8a3e685a	  4089946	 1.218898892
	873e687e	  4089982	 1.218909621
	843e688f	  4089999	 1.218914747
	863e689d	  4090013	 1.218918800
	8f3e6875	  4089973	 1.218906879
	823e6888	  4089992	 1.218912601
	8e3e6869	  4089961	 1.218903303
	8a3e6775	  4089717	 1.218830585
	8f3e62b6	  4088502	 1.218468547
	8b3e60ed	  4088045	 1.218332291
	853e5efe	  4087550	 1.218184829
	8c3e59e4	  4086244	 1.217795610
	863e64e6	  4089062	 1.218635440
	833e6708	  4089608	 1.218798161
	813e6735	  4089653	 1.218811512
	853e66c9	  4089545	 1.218779325
	8b3e665c	  4089436	 1.218746901
	883e6648	  4089416	 1.218740940
	813e6641	  4089409	 1.218738794
	803e65bb	  4089275	 1.218698978
	8f3e6636	  4089398	 1.218735576
	8e3e6652	  4089426	 1.218743920
	833e663b	  4089403	 1.218737125
	883e6663	  4089443	 1.218749046
	863e6619	  4089369	 1.218726873
	823e669c	  4089500	 1.218765974
	883e67f0	  4089840	 1.218867302
	833e686b	  4089963	 1.218904018
	873e683d	  4089917	 1.218890190
	843e6866	  4089958	 1.218902469
	8c3e686c	  4089964	 1.218904257
	883e685e	  4089950	 1.218900084
	813e6834	  4089908	 1.218887568
	863e6864	  4089956	 1.218901873
	8f3e6877	  4089975	 1.218907595
	8e3e68c2	  4090050	 1.218929887
	893e687c	  4089980	 1.218909025
	843e68a2	  4090018	 1.218920350
	853e6875	  4089973	 1.218906879
	8a3e6889	  4089993	 1.218912840
	8a3e684b	  4089931	 1.218894482
	8a3e6853	  4089939	 1.218896866
	8d3e6881	  4089985	 1.218910456
	863e689a	  4090010	 1.218917966
	883e6837	  4089911	 1.218888521
	8c3e6842	  4089922	 1.218891740
	8c3e689e	  4090014	 1.218919158
	853e6839	  4089913	 1.218888998
	8d3e6884	  4089988	 1.218911409
	813e6860	  4089952	 1.218900681
	813e6866	  4089958	 1.218902469
	8e3e689d	  4090013	 1.218918800
	823e687d	  4089981	 1.218909264
	833e6882	  4089986	 1.218910813
	853e68a8	  4090024	 1.218922138
	843e6865	  4089957	 1.218902111
	873e68b1	  4090033	 1.218924761
	8d3e687d	  4089981	 1.218909264
	8e3e689b	  4090011	 1.218918324
	873e687c	  4089980	 1.218909025
	8c3e6876	  4089974	 1.218907237
	883e6873	  4089971	 1.218906403
	893e68bd	  4090045	 1.218928337
	8d3e6881	  4089985	 1.218910456
	833e6844	  4089924	 1.218892336
	8e3e687d	  4089981	 1.218909264
	873e686a	  4089962	 1.218903661
	8c3e681f	  4089887	 1.218881369
	8b3e686f	  4089967	 1.218905210
	8f3e687a	  4089978	 1.218908429
	8d3e6886	  4089990	 1.218912005
	8a3e6878	  4089976	 1.218907833
	823e6852	  4089938	 1.218896508
	873e685b	  4089947	 1.218899250
	893e6878	  4089976	 1.218907833
	833e6825	  4089893	 1.218883038
	863e686f	  4089967	 1.218905210
	853e687b	  4089979	 1.218908787
	893e68db	  4090075	 1.218937397
	873e68a8	  4090024	 1.218922138
	843e6875	  4089973	 1.218906879
	8b3e6862	  4089954	 1.218901277
	8f3e6841	  4089921	 1.218891382
	833e6846	  4089926	 1.218892932
	8d3e68be	  4090046	 1.218928695
	873e689b	  4090011	 1.218918324
	893e688c	  4089996	 1.218913794
	873e6843	  4089923	 1.218892097
	843e6822	  4089890	 1.218882203
	8b3e6869	  4089961	 1.218903303
	873e6870	  4089968	 1.218905449
	8e3e686d	  4089965	 1.218904495
	863e6855	  4089941	 1.218897343
	8d3e688c	  4089996	 1.218913794
	823e6841	  4089921	 1.218891382
	8a3e6884	  4089988	 1.218911409
	853e684d	  4089933	 1.218894958
	8e3e681e	  4089886	 1.218881011
	873e68a5	  4090021	 1.218921185
	883e68a2	  4090018	 1.218920350
	883e685b	  4089947	 1.218899250
	843e683a	  4089914	 1.218889356
	843e6892	  4090002	 1.218915582
	8a3e6874	  4089972	 1.218906641
	823e687f	  4089983	 1.218909979
	8c3e6841	  4089921	 1.218891382
	843e6874	  4089972	 1.218906641
	823e6877	  4089975	 1.218907595
	873e6897	  4090007	 1.218917131
	863e6893	  4090003	 1.218915939
	863e68c2	  4090050	 1.218929887
	813e6881	  4089985	 1.218910456
	8a3e680c	  4089868	 1.218875647
	8b3e68ca	  4090058	 1.218932271
	863e6891	  4090001	 1.218915224
	813e6876	  4089974	 1.218907237
	813e6869	  4089961	 1.218903303
	873e685c	  4089948	 1.218899488
	8d3e688b	  4089995	 1.218913555
	843e6884	  4089988	 1.218911409
	863e68ac	  4090028	 1.218923330
	833e687b	  4089979	 1.218908787
	893e6860	  4089952	 1.218900681
	863e68e6	  4090086	 1.218940616
	883e689d	  4090013	 1.218918800
	813e687c	  4089980	 1.218909025
	853e6870	  4089968	 1.218905449
	863e6861	  4089953	 1.218900919
	8a3e684f	  4089935	 1.218895674
	843e6897	  4090007	 1.218917131
	813e68bf	  4090047	 1.218929052
	893e685a	  4089946	 1.218898892
	853e683e	  4089918	 1.218890548
	803e688f	  4089999	 1.218914747
	863e6852	  4089938	 1.218896508
	833e664c	  4089420	 1.218742132
	853e5b95	  4086677	 1.217924595
	8f3e5df8	  4087288	 1.218106747
	8c3e64c7	  4089031	 1.218626261
	843e6274	  4088436	 1.218448877
	813e6664	  4089444	 1.218749285
	853e66b1	  4089521	 1.218772173
	853e66eb	  4089579	 1.218789577
	8c3e66a1	  4089505	 1.218767405
	8c3e65f8	  4089336	 1.218717098
	823e65d3	  4089299	 1.218706131
	823e663d	  4089405	 1.218737602
	883e660c	  4089356	 1.218723059
	863e6623	  4089379	 1.218729973
	8e3e6645	  4089413	 1.218739986
	843e65bc	  4089276	 1.218699217
	8d3e65cc	  4089292	 1.218703985
	8b3e6612	  4089362	 1.218724847
	833e6656	  4089430	 1.218745112
	863e6841	  4089921	 1.218891382
	8b3e67f8	  4089848	 1.218869686
	823e686b	  4089963	 1.218904018
	843e6887	  4089991	 1.218912363
	823e689c	  4090012	 1.218918562
	823e6866	  4089958	 1.218902469
	843e6873	  4089971	 1.218906403
	8a3e6864	  4089956	 1.218901873
	823e68b8	  4090040	 1.218926907
	803e6859	  4089945	 1.218898535
	883e687a	  4089978	 1.218908429
	8a3e6857	  4089943	 1.218898058
	8c3e682b	  4089899	 1.218884945
	8f3e6832	  4089906	 1.218886971
	8e3e689c	  4090012	 1.218918562
	8b3e685a	  4089946	 1.218898892
	863e688e	  4089998	 1.218914390
	833e6885	  4089989	 1.218911648
	803e6899	  4090009	 1.218917608
	883e68bd	  4090045	 1.218928337
	8d3e6896	  4090006	 1.218916774
	893e688e	  4089998	 1.218914390
	823e6817	  4089879	 1.218878984
	8c3e6867	  4089959	 1.218902826
	8a3e6899	  4090009	 1.218917608
	8d3e6849	  4089929	 1.218893766
	893e6897	  4090007	 1.218917131
	8a3e688e	  4089998	 1.218914390
	853e6853	  4089939	 1.218896866
	833e6870	  4089968	 1.218905449
	863e688a	  4089994	 1.218913198
	843e6840	  4089920	 1.218891144
	8d3e6841	  4089921	 1.218891382
	823e684e	  4089934	 1.218895316
	8b3e685d	  4089949	 1.218899727
	893e6878	  4089976	 1.218907833
	8f3e68be	  4090046	 1.218928695
	873e6881	  4089985	 1.218910456
	833e685a	  4089946	 1.218898892
	823e68ad	  4090029	 1.218923569
	813e6871	  4089969	 1.218905687
	8e3e685b	  4089947	 1.218899250
	8e3e682c	  4089900	 1.218885183
	8b3e68a5	  4090021	 1.218921185
	8e3e6889	  4089993	 1.218912840
	8b3e684b	  4089931	 1.218894482
	893e6886	  4089990	 1.218912005
	8b3e6820	  4089888	 1.218881607
	853e6864	  4089956	 1.218901873
	853e684f	  4089935	 1.218895674
	833e683e	  4089918	 1.218890548
	8e3e6875	  4089973	 1.218906879
	803e6855	  4089941	 1.218897343
	813e686e	  4089966	 1.218904853
	873e688e	  4089998	 1.218914390
	8f3e6871	  4089969	 1.218905687
	803e685f	  4089951	 1.218900442
	823e6825	  4089893	 1.218883038
	873e6892	  4090002	 1.218915582
	8e3e686e	  4089966	 1.218904853
	8e3e685a	  4089946	 1.218898892
	863e68a7	  4090023	 1.218921900
	8d3e6870	  4089968	 1.218905449
	8b3e687a	  4089978	 1.218908429
	843e6869	  4089961	 1.218903303
	8a3e68a7	  4090023	 1.218921900
	803e6881	  4089985	 1.218910456
	893e6882	  4089986	 1.218910813
	803e68bf	  4090047	 1.218929052
	803e685f	  4089951	 1.218900442
	8b3e6875	  4089973	 1.218906879
	873e6862	  4089954	 1.218901277
	823e686e	  4089966	 1.218904853
	8d3e684e	  4089934	 1.218895316
	8f3e6866	  4089958	 1.218902469
	8a3e6880	  4089984	 1.218910217
	813e684b	  4089931	 1.218894482
	803e687f	  4089983	 1.218909979
	8b3e68a3	  4090019	 1.218920708
	8b3e6859	  4089945	 1.218898535
	853e6845	  4089925	 1.218892574
	843e6835	  4089909	 1.218887806
	883e68a1	  4090017	 1.218919992
	8b3e686a	  4089962	 1.218903661
	883e684d	  4089933	 1.218894958
	893e68a4	  4090020	 1.218920946
	883e686d	  4089965	 1.218904495
	8d3e684a	  4089930	 1.218894124
	8b3e686e	  4089966	 1.218904853
	803e688c	  4089996	 1.218913794
	8f3e684f	  4089935	 1.218895674
	873e6870	  4089968	 1.218905449
	883e6891	  4090001	 1.218915224
	863e6861	  4089953	 1.218900919
	843e6894	  4090004	 1.218916178
	843e68d5	  4090069	 1.218935490
	823e685a	  4089946	 1.218898892
	893e686d	  4089965	 1.218904495
	8d3e684a	  4089930	 1.218894124
	863e6879	  4089977	 1.218908072
	803e684b	  4089931	 1.218894482
	873e6867	  4089959	 1.218902826
	8a3e689b	  4090011	 1.218918324
	873e683f	  4089919	 1.218890905
	8e3e6874	  4089972	 1.218906641
	813e67f7	  4089847	 1.218869448
	853e685a	  4089946	 1.218898892
	843e6886	  4089990	 1.218912005
	893e685c	  4089948	 1.218899488
	8f3e667a	  4089466	 1.218755841
	853e5ce6	  4087014	 1.218025088
	893e5b6c	  4086636	 1.217912436
	883e611d	  4088093	 1.218346596
	863e6494	  4088980	 1.218611002
	893e6713	  4089619	 1.218801498
	803e66b5	  4089525	 1.218773365
	8e3e675b	  4089691	 1.218822956
	883e66de	  4089566	 1.218785644
	8c3e663c	  4089404	 1.218737364
	843e6620	  4089376	 1.218729019
	893e665d	  4089437	 1.218747139
	883e664f	  4089423	 1.218743086
	8e3e65ed	  4089325	 1.218713760
	853e6660	  4089440	 1.218748093
	8f3e666f	  4089455	 1.218752623
	843e666b	  4089451	 1.218751431
	833e6646	  4089414	 1.218740344
	863e664b	  4089419	 1.218741894
	843e6641	  4089409	 1.218738794
	8f3e6670	  4089456	 1.218752861
	8c3e6603	  4089347	 1.218720436
	8e3e6600	  4089344	 1.218719482
	813e663b	  4089403	 1.218737125
	8e3e6675	  4089461	 1.218754292
	8d3e662b	  4089387	 1.218732357
	8f3e65b7	  4089271	 1.218697786
	853e6621	  4089377	 1.218729258
	883e65f7	  4089335	 1.218716860
	8f3e6665	  4089445	 1.218749523
	8b3e667f	  4089471	 1.218757391
	833e66d1	  4089553	 1.218781710
	8b3e667a	  4089466	 1.218755841
	8f3e669d	  4089501	 1.218766212
	843e6827	  4089895	 1.218883753
	8a3e6860	  4089952	 1.218900681
	8f3e6895	  4090005	 1.218916416
	863e6852	  4089938	 1.218896508
	813e6880	  4089984	 1.218910217
	893e6852	  4089938	 1.218896508
	803e687e	  4089982	 1.218909621
	833e689d	  4090013	 1.218918800
	813e6871	  4089969	 1.218905687
	8d3e6878	  4089976	 1.218907833
	873e6872	  4089970	 1.218906045
	873e6897	  4090007	 1.218917131
	8b3e6859	  4089945	 1.218898535
	893e686b	  4089963	 1.218904018
	873e68d4	  4090068	 1.218935251
	853e6812	  4089874	 1.218877435
	893e6895	  4090005	 1.218916416
	883e687c	  4089980	 1.218909025
	843e6879	  4089977	 1.218908072
	8f3e683a	  4089914	 1.218889356
	823e686a	  4089962	 1.218903661
	8e3e682b	  4089899	 1.218884945
	883e6862	  4089954	 1.218901277
	803e6870	  4089968	 1.218905449
	8a3e6842	  4089922	 1.218891740
	843e685a	  4089946	 1.218898892
	8e3e6889	  4089993	 1.218912840
	833e6869	  4089961	 1.218903303
	8f3e684d	  4089933	 1.218894958
	843e689a	  4090010	 1.218917966
	803e68a6	  4090022	 1.218921542
	8d3e6898	  4090008	 1.218917370
	843e6877	  4089975	 1.218907595
	843e688a	  4089994	 1.218913198
	843e6858	  4089944	 1.218898296
	873e689c	  4090012	 1.218918562
	8c3e684e	  4089934	 1.218895316
	883e686a	  4089962	 1.218903661
	813e6861	  4089953	 1.218900919
	8c3e687d	  4089981	 1.218909264
	833e686a	  4089962	 1.218903661
	853e68a3	  4090019	 1.218920708
	823e68c1	  4090049	 1.218929529
	853e6889	  4089993	 1.218912840
	853e687c	  4089980	 1.218909025
	8b3e686d	  4089965	 1.218904495
	8e3e6852	  4089938	 1.218896508
	8f3e6873	  4089971	 1.218906403
	843e6849	  4089929	 1.218893766
	803e6898	  4090008	 1.218917370
	8f3e6847	  4089927	 1.218893290
	823e68ad	  4090029	 1.218923569
	833e6852	  4089938	 1.218896508
	883e688b	  4089995	 1.218913555
	863e686b	  4089963	 1.218904018
	8b3e6847	  4089927	 1.218893290
	8f3e68a0	  4090016	 1.218919754
	8d3e6864	  4089956	 1.218901873
	823e68df	  4090079	 1.218938589
	833e6895	  4090005	 1.218916416
	833e684b	  4089931	 1.218894482
	863e684f	  4089935	 1.218895674
	863e6878	  4089976	 1.218907833
	8d3e683d	  4089917	 1.218890190
	883e6857	  4089943	 1.218898058
	813e686b	  4089963	 1.218904018
	8d3e68cd	  4090061	 1.218933105
	893e6851	  4089937	 1.218896151
	893e6848	  4089928	 1.218893528
	843e682b	  4089899	 1.218884945
	8a3e6871	  4089969	 1.218905687
	8e3e684e	  4089934	 1.218895316
	843e6871	  4089969	 1.218905687
	833e6897	  4090007	 1.218917131
	803e688d	  4089997	 1.218914032
	8d3e6866	  4089958	 1.218902469
	873e688a	  4089994	 1.218913198
	873e6869	  4089961	 1.218903303
	883e6891	  4090001	 1.218915224
	8f3e686b	  4089963	 1.218904018
	843e6850	  4089936	 1.218895912
	8d3e681b	  4089883	 1.218880177
	873e6849	  4089929	 1.218893766
	893e684f	  4089935	 1.218895674
	853e6865	  4089957	 1.218902111
	843e6829	  4089897	 1.218884230
	8b3e6882	  4089986	 1.218910813
	8d3e6834	  4089908	 1.218887568
	843e6882	  4089986	 1.218910813
	8a3e686f	  4089967	 1.218905210
	823e6889	  4089993	 1.218912840
	8a3e685f	  4089951	 1.218900442
	8a3e682d	  4089901	 1.218885422
	8a3e688a	  4089994	 1.218913198
	8c3e662f	  4089391	 1.218733549
	8e3e6189	  4088201	 1.218378782
	813e6305	  4088581	 1.218492031
	843e6267	  4088423	 1.218445063
	8b3e642f	  4088879	 1.218580961
	8c3e67d3	  4089811	 1.218858719
	823e66ad	  4089517	 1.218770981
	853e6719	  4089625	 1.218803167
	893e6638	  4089400	 1.218736172
	863e65de	  4089310	 1.218709350
	8a3e65ac	  4089260	 1.218694448
	8e3e6682	  4089474	 1.218758225
	873e6652	  4089426	 1.218743920
	8f3e663e	  4089406	 1.218737960
	833e6581	  4089217	 1.218681574
	8f3e6644	  4089412	 1.218739748
	833e65f0	  4089328	 1.218714714
	863e6671	  4089457	 1.218753099
	8c3e6609	  4089353	 1.218722105
	8f3e6636	  4089398	 1.218735576
	8f3e6641	  4089409	 1.218738794
	803e6616	  4089366	 1.218726039
	8d3e65f8	  4089336	 1.218717098
	883e6694	  4089492	 1.218763590
	8e3e66a0	  4089504	 1.218767166
	873e6691	  4089489	 1.218762636
	883e669d	  4089501	 1.218766212
	823e6663	  4089443	 1.218749046
	853e6665	  4089445	 1.218749523
	863e6774	  4089716	 1.218830347
	843e6889	  4089993	 1.218912840
	8e3e68ad	  4090029	 1.218923569
	833e687a	  4089978	 1.218908429
	893e6868	  4089960	 1.218903065
	8a3e687b	  4089979	 1.218908787
	883e6837	  4089911	 1.218888521
	803e687c	  4089980	 1.218909025
	833e68b8	  4090040	 1.218926907
	8c3e688f	  4089999	 1.218914747
	893e6842	  4089922	 1.218891740
	8f3e686c	  4089964	 1.218904257
	813e6851	  4089937	 1.218896151
	8b3e6880	  4089984	 1.218910217
	8c3e6884	  4089988	 1.218911409
	8d3e689d	  4090013	 1.218918800
	803e684c	  4089932	 1.218894720
	863e6812	  4089874	 1.218877435
	803e68e1	  4090081	 1.218939066
	8c3e686a	  4089962	 1.218903661
	8e3e685f	  4089951	 1.218900442
	893e6857	  4089943	 1.218898058
	8c3e6831	  4089905	 1.218886614
	893e6852	  4089938	 1.218896508
	8f3e6865	  4089957	 1.218902111
	823e687f	  4089983	 1.218909979
	843e6890	  4090000	 1.218914986
	813e683c	  4089916	 1.218889952
	833e6886	  4089990	 1.218912005
	8b3e687f	  4089983	 1.218909979
	883e6866	  4089958	 1.218902469
	8c3e6857	  4089943	 1.218898058
	863e687e	  4089982	 1.218909621
	893e6861	  4089953	 1.218900919
	873e6889	  4089993	 1.218912840
	833e68bb	  4090043	 1.218927860
	8f3e6888	  4089992	 1.218912601
